mode,shingle_size,num_perm,threshold,precision@10,ROUGE-L,MAP@10
psd,3,50,0.3,0.015625,0.02372338275970999,0.015625
psd,3,50,0.4,0.015625,0.02372338275970999,0.015625
psd,3,50,0.5,0.007291666666666668,0.010459806397306398,0.007291666666666668
psd,3,100,0.2,0.04583333333333334,0.07492956741777931,0.04583333333333334
psd,3,100,0.3,0.02291666666666667,0.04487912373006051,0.02291666666666667
psd,3,100,0.4,0.014583333333333335,0.02077015692640693,0.014583333333333335
psd,3,100,0.5,0.005208333333333333,0.008133417508417508,0.005208333333333333
psd,3,150,0.2,0.04583333333333334,0.07492956741777931,0.04583333333333334
psd,3,150,0.3,0.02291666666666667,0.04537278315035037,0.02291666666666667
psd,3,150,0.4,0.016666666666666666,0.023541896056841708,0.016666666666666666
psd,3,150,0.5,0.005208333333333333,0.008133417508417508,0.005208333333333333
psd,5,10,0.2,0.06041666666666667,0.1021335657264002,0.06041666666666667
psd,5,10,0.3,0.034375,0.05174975839378013,0.034375
psd,5,10,0.4,0.034375,0.05174975839378013,0.034375
psd,5,10,0.5,0.007291666666666668,0.010077718175544264,0.007291666666666668
psd,5,20,0.2,0.06041666666666667,0.1021335657264002,0.06041666666666667
psd,5,20,0.3,0.036458333333333336,0.058308279048611085,0.036458333333333336
psd,5,20,0.4,0.034375,0.05321814703128642,0.034375
psd,5,20,0.5,0.009375,0.014675393296317209,0.009375
psd,5,50,0.2,0.040625,0.07660645777126736,0.040625
psd,5,50,0.3,0.011458333333333334,0.021494779475553796,0.011458333333333334
psd,5,50,0.4,0.011458333333333334,0.021494779475553796,0.011458333333333334
psd,5,50,0.5,0.0031250000000000006,0.004478052584670232,0.0031250000000000006
psd,5,100,0.2,0.040625,0.07660645777126736,0.040625
psd,5,100,0.3,0.015625,0.027211545348569666,0.015625
psd,5,100,0.4,0.004166666666666667,0.005780135918003565,0.004166666666666667
psd,5,100,0.5,0.0031250000000000006,0.004478052584670232,0.0031250000000000006
psd,5,150,0.2,0.040625,0.07660645777126736,0.040625
psd,5,150,0.3,0.01979166666666667,0.031378212015236336,0.01979166666666667
psd,5,150,0.4,0.004166666666666667,0.005780135918003565,0.004166666666666667
psd,5,150,0.5,0.0031250000000000006,0.004478052584670232,0.0031250000000000006
psd,7,10,0.2,0.02291666666666667,0.059457070149220505,0.02291666666666667
psd,7,10,0.3,0.005208333333333333,0.006262275533108867,0.005208333333333333
psd,7,10,0.4,0.005208333333333333,0.006262275533108867,0.005208333333333333
psd,7,10,0.5,0.0,0.0003787878787878788,0.0
psd,7,20,0.2,0.02291666666666667,0.059457070149220505,0.02291666666666667
psd,7,20,0.3,0.010416666666666666,0.031026089809790793,0.010416666666666666
psd,7,20,0.4,0.008333333333333333,0.010257373572324554,0.008333333333333333
psd,7,20,0.5,0.004166666666666667,0.005413510101010102,0.004166666666666667
psd,7,50,0.2,0.014583333333333335,0.04336249966118639,0.014583333333333335
psd,7,50,0.3,0.005208333333333333,0.008586848880966528,0.005208333333333333
psd,7,50,0.4,0.005208333333333333,0.008586848880966528,0.005208333333333333
psd,7,50,0.5,0.0020833333333333333,0.002915552584670232,0.0020833333333333333
psd,7,100,0.2,0.014583333333333335,0.04336249966118639,0.014583333333333335
psd,7,100,0.3,0.006250000000000001,0.010598473277101795,0.006250000000000001
psd,7,100,0.4,0.0031250000000000006,0.0042176359180035655,0.0031250000000000006
psd,7,100,0.5,0.0,0.0008322192513368984,0.0
psd,7,150,0.2,0.014583333333333335,0.04336249966118639,0.014583333333333335
psd,7,150,0.3,0.040625,0.06145769835952449,0.040625
psd,7,150,0.4,0.01979166666666667,0.026903151360470303,0.01979166666666667
psd,7,150,0.5,0.0031250000000000006,0.004478052584670232,0.0031250000000000006
psd,10,10,0.2,0.026041666666666668,0.04851114618824682,0.026041666666666668
psd,10,10,0.3,0.008333333333333333,0.01688243963832732,0.008333333333333333
psd,10,10,0.4,0.008333333333333333,0.01688243963832732,0.008333333333333333
psd,10,10,0.5,0.0,0.0003787878787878788,0.0
psd,10,20,0.2,0.026041666666666668,0.04851114618824682,0.026041666666666668
psd,10,20,0.3,0.01875,0.029046653351187668,0.01875
psd,10,20,0.4,0.010416666666666666,0.020713320017854333,0.010416666666666666
psd,10,20,0.5,0.0031250000000000006,0.004847506727035713,0.0031250000000000006
psd,10,50,0.2,0.02291666666666667,0.03779390818304352,0.02291666666666667
psd,10,50,0.3,0.004166666666666667,0.006863438099584732,0.004166666666666667
psd,10,50,0.4,0.004166666666666667,0.006863438099584732,0.004166666666666667
psd,10,50,0.5,0.0,0.0014026557592734063,0.0
psd,10,100,0.2,0.024999999999999998,0.040137658183043524,0.024999999999999998
psd,10,100,0.3,0.007291666666666668,0.011430919983642705,0.007291666666666668
psd,10,100,0.4,0.0010416666666666667,0.004581248754442488,0.0010416666666666667
psd,10,100,0.5,0.0,0.0008322192513368984,0.0
psd,10,150,0.2,0.024999999999999998,0.040137658183043524,0.024999999999999998
psd,10,150,0.3,0.007291666666666668,0.013380455395860837,0.007291666666666668
psd,10,150,0.4,0.0010416666666666667,0.004581248754442488,0.0010416666666666667
psd,10,150,0.5,0.0,0.0008322192513368984,0.0
pstd,2,10,0.2,0.066,0.1214330979350905,0.066
pstd,2,10,0.3,0.033,0.047237522293154074,0.033
pstd,2,10,0.4,0.033,0.047237522293154074,0.033
pstd,2,10,0.5,0.013000000000000001,0.020438686105187457,0.013000000000000001
pstd,2,20,0.2,0.066,0.1214330979350905,0.066
pstd,2,20,0.3,0.037000000000000005,0.06398736718759448,0.037000000000000005
pstd,2,20,0.4,0.033,0.047237522293154074,0.033
pstd,2,20,0.5,0.013000000000000001,0.02365340606015509,0.013000000000000001
pstd,2,50,0.2,0.047,0.07728840865820116,0.047
pstd,2,50,0.3,0.02,0.03534696168327593,0.02
pstd,2,50,0.4,0.02,0.03534696168327593,0.02
pstd,2,50,0.5,0.007000000000000001,0.011116791167488841,0.007000000000000001
pstd,2,100,0.2,0.047,0.07847681445530261,0.047
pstd,2,100,0.3,0.028999999999999998,0.047611454436899125,0.028999999999999998
pstd,2,100,0.4,0.011000000000000001,0.017484312535010208,0.011000000000000001
pstd,2,100,0.5,0.002,0.005921080211777886,0.002
pstd,2,150,0.2,0.047,0.07847681445530261,0.047
pstd,2,150,0.3,0.03,0.04877812110356579,0.03
pstd,2,150,0.4,0.011000000000000001,0.018817645868343544,0.011000000000000001
pstd,2,150,0.5,0.002,0.005921080211777886,0.002
pstd,3,10,0.2,0.034,0.06814523713122085,0.034
pstd,3,10,0.3,0.015,0.02260631140570473,0.015
pstd,3,10,0.4,0.015,0.02260631140570473,0.015
pstd,3,10,0.5,0.0030000000000000005,0.004886892177589852,0.0030000000000000005
pstd,3,20,0.2,0.034,0.06814523713122085,0.034
pstd,3,20,0.3,0.02,0.03658610938550271,0.02
pstd,3,20,0.4,0.017,0.032419442718836046,0.017
pstd,3,20,0.5,0.0030000000000000005,0.004886892177589852,0.0030000000000000005
pstd,3,50,0.2,0.038000000000000006,0.06317189983710553,0.038000000000000006
pstd,3,50,0.3,0.014000000000000002,0.020147703263275082,0.014000000000000002
pstd,3,50,0.4,0.014000000000000002,0.020147703263275082,0.014000000000000002
pstd,3,50,0.5,0.005,0.006886892177589852,0.005
pstd,3,100,0.2,0.04,0.06517189983710553,0.04
pstd,3,100,0.3,0.019000000000000003,0.04001691156450855,0.019000000000000003
pstd,3,100,0.4,0.01,0.014110225510923186,0.01
pstd,3,100,0.5,0.005,0.006886892177589852,0.005
pstd,3,150,0.2,0.04,0.06517189983710553,0.04
pstd,3,150,0.3,0.019000000000000003,0.04001691156450855,0.019000000000000003
pstd,3,150,0.4,0.012,0.016110225510923185,0.012
pstd,3,150,0.5,0.005,0.006886892177589852,0.005
pstd,5,10,0.2,0.057999999999999996,0.09364540049819396,0.057999999999999996
pstd,5,10,0.3,0.028000000000000004,0.04024553594927711,0.028000000000000004
pstd,5,10,0.4,0.028000000000000004,0.04024553594927711,0.028000000000000004
pstd,5,10,0.5,0.006000000000000001,0.008286892177589853,0.006000000000000001
pstd,5,20,0.2,0.057999999999999996,0.09364540049819396,0.057999999999999996
pstd,5,20,0.3,0.03,0.04542526223997791,0.03
pstd,5,20,0.4,0.028000000000000004,0.04121989492363608,0.028000000000000004
pstd,5,20,0.5,0.006000000000000001,0.010019500873242026,0.006000000000000001
pstd,5,50,0.2,0.034,0.05989932408541275,0.034
pstd,5,50,0.3,0.008,0.012535362942207544,0.008
pstd,5,50,0.4,0.008,0.012535362942207544,0.008
pstd,5,50,0.5,0.001,0.002886892177589852,0.001
pstd,5,100,0.2,0.034,0.05989932408541275,0.034
pstd,5,100,0.3,0.009000000000000001,0.01564441056125516,0.009000000000000001
pstd,5,100,0.4,0.004,0.006136892177589852,0.004
pstd,5,100,0.5,0.0030000000000000005,0.004886892177589852,0.0030000000000000005
pstd,5,150,0.2,0.034,0.05989932408541275,0.034
pstd,5,150,0.3,0.009000000000000001,0.01564441056125516,0.009000000000000001
pstd,5,150,0.4,0.004,0.006136892177589852,0.004
pstd,5,150,0.5,0.0030000000000000005,0.004886892177589852,0.0030000000000000005
pstd,7,10,0.2,0.016,0.04661565130891389,0.016
pstd,7,10,0.3,0.005,0.006886892177589852,0.005
pstd,7,10,0.4,0.005,0.006886892177589852,0.005
pstd,7,10,0.5,0.0,0.001386892177589852,0.0
pstd,7,20,0.2,0.016,0.04661565130891389,0.016
pstd,7,20,0.3,0.01,0.03022485976555744,0.01
pstd,7,20,0.4,0.008,0.010286892177589853,0.008
pstd,7,20,0.5,0.002,0.004220225510923186,0.002
pstd,7,50,0.2,0.012000000000000002,0.0361720567714501,0.012000000000000002
pstd,7,50,0.3,0.004,0.006220225510923185,0.004
pstd,7,50,0.4,0.004,0.006220225510923185,0.004
pstd,7,50,0.5,0.002,0.003386892177589852,0.002
pstd,7,100,0.2,0.012000000000000002,0.0361720567714501,0.012000000000000002
pstd,7,100,0.3,0.005,0.0077202255109231855,0.005
pstd,7,100,0.4,0.0030000000000000005,0.004886892177589852,0.0030000000000000005
pstd,7,100,0.5,0.0,0.001386892177589852,0.0
pstd,7,150,0.2,0.012000000000000002,0.0361720567714501,0.012000000000000002
pstd,7,150,0.3,0.039,0.058476241010338825,0.039
pstd,7,150,0.4,0.019000000000000003,0.02641498700235792,0.019000000000000003
pstd,7,150,0.5,0.002,0.003386892177589852,0.002
pstd,10,10,0.2,0.022000000000000002,0.03753878873397074,0.022000000000000002
pstd,10,10,0.3,0.004,0.00857188182562298,0.004
pstd,10,10,0.4,0.004,0.00857188182562298,0.004
pstd,10,10,0.5,0.0,0.001386892177589852,0.0
pstd,10,20,0.2,0.022000000000000002,0.03753878873397074,0.022000000000000002
pstd,10,20,0.3,0.011000000000000001,0.01590521515895631,0.011000000000000001
pstd,10,20,0.4,0.005,0.009905215158956312,0.005
pstd,10,20,0.5,0.001,0.0027202255109231854,0.001
pstd,10,50,0.2,0.016,0.02217409387749178,0.016
pstd,10,50,0.3,0.001,0.0027202255109231854,0.001
pstd,10,50,0.4,0.001,0.0027202255109231854,0.001
pstd,10,50,0.5,0.0,0.001386892177589852,0.0
pstd,10,100,0.2,0.016,0.02217409387749178,0.016
pstd,10,100,0.3,0.0030000000000000005,0.006605008119618837,0.0030000000000000005
pstd,10,100,0.4,0.0,0.001386892177589852,0.0
pstd,10,100,0.5,0.0,0.001386892177589852,0.0
pstd,10,150,0.2,0.016,0.02217409387749178,0.016
pstd,10,150,0.3,0.005,0.009881791949925906,0.005
pstd,10,150,0.4,0.0,0.001386892177589852,0.0
pstd,10,150,0.5,0.0,0.001386892177589852,0.0
